Age,Income,Employment_Status,Education_Level,Marital_Status,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score,Credit_Score_Label
55,64341.7,Retired,Bachelor,Married,3,36.87,1,11,9.13,4.9,0,695.5216666666668,Good
58,43673.93,Employed,High School,Divorced,1,77.24,1,3,14.06,7.2,0,728.6933333333334,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
54,33287.65,Retired,Bachelor,Single,2,46.88,2,8,54.42,10.8,0,691.42,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
28,138389.21,Retired,Bachelor,Married,4,73.68,1,7,22.63,13.7,0,710.6166666666667,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
29,62436.36,Unemployed,Bachelor,Divorced,0,15.65,2,6,35.29,10.5,0,700.4116666666666,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
46,101246.88,Retired,PhD,Divorced,1,36.13,3,14,49.99,1.6,0,677.2716666666666,Good
59,121596.88,Employed,Master,Single,2,72.02,0,1,43.87,4.2,0,700.3666666666667,Good
20,149700.04,Self-Employed,High School,Married,2,70.45,0,9,21.96,5.0,0,682.4549999999999,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
55,53416.14,Retired,PhD,Divorced,4,65.15,4,7,36.32,18.8,0,685.3183333333334,Good
56,54278.89,Retired,High School,Single,1,6.25,2,10,57.89,18.8,0,691.5783333333334,Good
36,31651.42,Employed,PhD,Divorced,0,65.87,1,10,28.7,10.8,0,730.4983333333333,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
58,73232.12,Self-Employed,High School,Single,2,28.8,2,1,5.7,13.4,0,675.7,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
39,147965.68,Retired,Bachelor,Married,2,25.96,0,14,27.44,19.5,0,705.8733333333333,Good
45,27599.1,Employed,Master,Divorced,3,68.43,2,12,15.64,2.2,0,707.5716666666666,Good
27,81123.74,Employed,Master,Single,1,38.41,2,6,10.33,13.1,0,682.3516666666666,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
44,92449.7,Employed,Bachelor,Divorced,1,24.84,3,14,35.9,18.8,0,716.6133333333333,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
41,25676.02,Employed,Master,Married,4,38.54,1,13,16.58,1.8,0,683.2033333333334,Good
69,89356.55,Employed,Master,Single,3,13.36,2,2,22.64,8.8,0,694.7733333333334,Good
41,35961.0,Employed,PhD,Divorced,1,56.04,4,8,35.68,14.1,0,685.0866666666667,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
56,62776.68,Self-Employed,PhD,Divorced,2,12.31,4,4,27.73,18.2,0,738.6016666666667,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
65,104566.51,Employed,Master,Single,2,45.17,1,4,31.53,4.9,0,706.905,Good
31,142759.47,Self-Employed,High School,Divorced,2,55.52,0,10,55.1,11.5,0,695.8733333333333,Good
26,34850.93,Retired,High School,Divorced,3,79.14,1,12,23.05,14.7,0,680.7466666666667,Good
51,38660.51,Unemployed,Master,Married,0,46.52,1,3,34.97,9.4,0,699.0833333333334,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
32,96584.11,Unemployed,High School,Married,0,31.74,3,3,7.67,14.5,0,671.5733333333334,Good
24,100255.73,Retired,PhD,Married,2,19.47,1,6,11.65,12.0,0,713.3816666666667,Good
44,59110.9,Employed,PhD,Single,4,61.38,0,5,12.6,5.7,0,671.1099999999999,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
64,63200.9,Retired,High School,Single,2,54.75,2,14,47.9,2.3,0,697.6583333333333,Good
69,89356.55,Employed,Master,Single,3,13.36,2,2,22.64,8.8,0,694.7733333333334,Good
42,49555.63,Retired,High School,Divorced,4,12.39,1,6,54.88,7.2,0,675.5116666666667,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
57,82971.8,Self-Employed,PhD,Married,1,15.43,4,14,36.95,15.9,0,751.9683333333332,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
45,93247.06,Retired,High School,Divorced,3,75.4,0,12,7.74,18.9,0,775.7199999999999,Very Good
51,64105.26,Employed,Bachelor,Married,4,79.59,0,2,23.95,16.4,0,742.2216666666667,Very Good
21,41061.8,Unemployed,PhD,Married,3,57.55,3,12,49.61,17.3,0,759.6883333333334,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
21,113705.7,Employed,Bachelor,Single,3,73.82,1,10,5.21,5.0,0,786.3533333333334,Very Good
32,97671.86,Self-Employed,Bachelor,Married,1,20.92,0,13,39.61,9.0,0,748.3366666666666,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
21,141236.69,Unemployed,Master,Married,4,46.81,0,8,7.08,6.1,0,795.235,Very Good
47,51029.7,Employed,PhD,Divorced,2,76.96,1,5,15.27,14.1,0,768.43,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
69,117093.84,Self-Employed,PhD,Single,4,60.49,3,2,43.75,16.4,0,779.1716666666666,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
51,64105.26,Employed,Bachelor,Married,4,79.59,0,2,23.95,16.4,0,742.2216666666667,Very Good
65,144334.04,Unemployed,Bachelor,Single,0,65.28,4,7,43.39,15.7,0,748.8966666666666,Very Good
40,68470.32,Self-Employed,PhD,Married,3,46.4,0,11,55.17,14.9,0,784.41,Very Good
21,113705.7,Employed,Bachelor,Single,3,73.82,1,10,5.21,5.0,0,786.3533333333334,Very Good
33,126787.29,Employed,High School,Single,4,28.6,4,11,56.35,19.1,0,751.9166666666667,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
54,130813.91,Self-Employed,Master,Married,3,39.69,1,3,56.3,9.6,0,771.3883333333333,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
51,138538.68,Retired,PhD,Married,4,51.85,0,8,7.4,4.6,0,784.6083333333333,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
29,101289.61,Unemployed,Bachelor,Single,3,17.89,0,12,33.51,14.5,1,747.885,Very Good
45,144901.47,Unemployed,Master,Divorced,1,60.1,0,9,32.77,7.4,1,762.0266666666668,Very Good
69,117093.84,Self-Employed,PhD,Single,4,60.49,3,2,43.75,16.4,0,779.1716666666666,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
29,101289.61,Unemployed,Bachelor,Single,3,17.89,0,12,33.51,14.5,1,747.885,Very Good
53,96479.87,Retired,Master,Married,0,74.31,3,12,27.57,13.8,0,742.655,Very Good
51,64105.26,Employed,Bachelor,Married,4,79.59,0,2,23.95,16.4,0,742.2216666666667,Very Good
62,44742.23,Retired,PhD,Married,3,68.61,0,8,25.54,19.9,0,758.1816666666667,Very Good
24,140911.75,Retired,PhD,Divorced,0,21.33,1,2,50.72,2.8,0,789.4283333333334,Very Good
58,131882.16,Employed,PhD,Divorced,0,42.77,1,1,45.75,13.9,0,748.365,Very Good
46,115712.13,Self-Employed,Master,Married,3,79.6,1,1,58.2,12.2,0,791.8000000000001,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
68,49561.43,Retired,High School,Married,0,34.56,2,2,46.62,6.3,0,751.1800000000001,Very Good
35,28660.48,Retired,Bachelor,Single,4,28.85,1,5,18.86,1.2,0,742.2883333333334,Very Good
32,97671.86,Self-Employed,Bachelor,Married,1,20.92,0,13,39.61,9.0,0,748.3366666666666,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
43,77513.29,Retired,High School,Single,3,51.29,4,12,52.92,19.0,0,749.715,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
51,138538.68,Retired,PhD,Married,4,51.85,0,8,7.4,4.6,0,784.6083333333333,Very Good
34,24775.15,Self-Employed,PhD,Divorced,2,52.71,2,5,12.51,12.9,0,753.475,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
66,58848.67,Employed,High School,Single,4,8.21,3,12,53.96,18.9,0,769.9083333333333,Very Good
46,115712.13,Self-Employed,Master,Married,3,79.6,1,1,58.2,12.2,0,791.8000000000001,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
21,117565.25,Retired,PhD,Divorced,1,73.08,0,8,19.89,14.6,0,757.83,Very Good
23,90522.22,Retired,Bachelor,Single,4,13.87,3,8,47.42,19.9,0,763.2583333333334,Very Good
46,115712.13,Self-Employed,Master,Married,3,79.6,1,1,58.2,12.2,0,791.8000000000001,Very Good
23,90522.22,Retired,Bachelor,Single,4,13.87,3,8,47.42,19.9,0,763.2583333333334,Very Good
42,143692.21,Employed,High School,Divorced,1,29.44,1,12,56.74,13.3,0,754.3666666666667,Very Good
58,131882.16,Employed,PhD,Divorced,0,42.77,1,1,45.75,13.9,0,748.365,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
41,127983.53,Self-Employed,Bachelor,Divorced,0,32.52,1,6,42.02,18.1,0,771.7333333333333,Very Good
66,122427.26,Unemployed,Master,Divorced,2,17.04,0,10,52.36,4.5,0,741.0266666666666,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
68,49561.43,Retired,High School,Married,0,34.56,2,2,46.62,6.3,0,751.1800000000001,Very Good
44,89451.49,Employed,High School,Divorced,0,37.9,0,7,45.62,2.2,0,770.8433333333332,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
66,33758.43,Self-Employed,PhD,Divorced,2,11.61,4,7,47.17,18.5,0,755.4716666666667,Very Good
32,97671.86,Self-Employed,Bachelor,Married,1,20.92,0,13,39.61,9.0,0,748.3366666666666,Very Good
21,41061.8,Unemployed,PhD,Married,3,57.55,3,12,49.61,17.3,0,759.6883333333334,Very Good
56,27134.74,Retired,Bachelor,Single,1,27.18,0,12,15.61,13.4,0,787.2066666666666,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
29,126428.32,Employed,PhD,Married,4,29.46,0,10,32.13,8.7,0,779.56,Very Good
66,20030.88,Employed,Bachelor,Married,3,27.02,2,4,28.2,17.8,1,784.09,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
53,113013.82,Retired,PhD,Married,2,64.18,1,8,29.96,3.5,0,766.9233333333333,Very Good
43,77513.29,Retired,High School,Single,3,51.29,4,12,52.92,19.0,0,749.715,Very Good
35,28660.48,Retired,Bachelor,Single,4,28.85,1,5,18.86,1.2,0,742.2883333333334,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
42,143692.21,Employed,High School,Divorced,1,29.44,1,12,56.74,13.3,0,754.3666666666667,Very Good
58,33552.11,Self-Employed,High School,Married,1,28.63,1,13,27.99,15.3,0,753.3549999999999,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
34,24775.15,Self-Employed,PhD,Divorced,2,52.71,2,5,12.51,12.9,0,753.475,Very Good
34,24775.15,Self-Employed,PhD,Divorced,2,52.71,2,5,12.51,12.9,0,753.475,Very Good
65,144334.04,Unemployed,Bachelor,Single,0,65.28,4,7,43.39,15.7,0,748.8966666666666,Very Good
44,31422.85,Unemployed,Bachelor,Single,1,62.86,2,4,7.91,10.7,0,746.9333333333334,Very Good
29,126428.32,Employed,PhD,Married,4,29.46,0,10,32.13,8.7,0,779.56,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
53,96479.87,Retired,Master,Married,0,74.31,3,12,27.57,13.8,0,742.655,Very Good
62,44742.23,Retired,PhD,Married,3,68.61,0,8,25.54,19.9,0,758.1816666666667,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
32,128873.8,Self-Employed,Master,Single,3,29.23,1,12,24.07,15.8,0,776.3616666666667,Very Good
41,127983.53,Self-Employed,Bachelor,Divorced,0,32.52,1,6,42.02,18.1,0,771.7333333333333,Very Good
65,144334.04,Unemployed,Bachelor,Single,0,65.28,4,7,43.39,15.7,0,748.8966666666666,Very Good
44,89451.49,Employed,High School,Divorced,0,37.9,0,7,45.62,2.2,0,770.8433333333332,Very Good
22,72569.6,Unemployed,High School,Single,1,18.59,0,6,28.83,3.2,0,740.095,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
38,25768.97,Retired,PhD,Single,1,63.88,3,6,15.94,19.7,0,779.7466666666666,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
34,24775.15,Self-Employed,PhD,Divorced,2,52.71,2,5,12.51,12.9,0,753.475,Very Good
53,113013.82,Retired,PhD,Married,2,64.18,1,8,29.96,3.5,0,766.9233333333333,Very Good
51,138538.68,Retired,PhD,Married,4,51.85,0,8,7.4,4.6,0,784.6083333333333,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
44,31422.85,Unemployed,Bachelor,Single,1,62.86,2,4,7.91,10.7,0,746.9333333333334,Very Good
68,49561.43,Retired,High School,Married,0,34.56,2,2,46.62,6.3,0,751.1800000000001,Very Good
59,75486.22,Retired,Master,Single,4,32.03,3,12,32.05,10.3,0,745.3016666666667,Very Good
35,28660.48,Retired,Bachelor,Single,4,28.85,1,5,18.86,1.2,0,742.2883333333334,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
54,130813.91,Self-Employed,Master,Married,3,39.69,1,3,56.3,9.6,0,771.3883333333333,Very Good
29,101289.61,Unemployed,Bachelor,Single,3,17.89,0,12,33.51,14.5,1,747.885,Very Good
42,143692.21,Employed,High School,Divorced,1,29.44,1,12,56.74,13.3,0,754.3666666666667,Very Good
57,82971.8,Self-Employed,PhD,Married,1,15.43,4,14,36.95,15.9,0,751.9683333333332,Very Good
46,115712.13,Self-Employed,Master,Married,3,79.6,1,1,58.2,12.2,0,791.8000000000001,Very Good
22,72569.6,Unemployed,High School,Single,1,18.59,0,6,28.83,3.2,0,740.095,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
65,131047.27,Retired,PhD,Single,4,25.77,2,3,33.61,5.9,0,744.9116666666666,Very Good
66,20030.88,Employed,Bachelor,Married,3,27.02,2,4,28.2,17.8,1,784.09,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
58,60487.75,Self-Employed,PhD,Single,3,29.43,1,8,54.14,7.8,0,788.2383333333333,Very Good
39,34230.79,Self-Employed,Master,Divorced,2,56.04,0,13,7.18,6.0,0,794.5866666666667,Very Good
43,77513.29,Retired,High School,Single,3,51.29,4,12,52.92,19.0,0,749.715,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
36,89193.83,Employed,PhD,Married,1,12.6,0,7,37.38,11.9,0,745.24,Very Good
54,130813.91,Self-Employed,Master,Married,3,39.69,1,3,56.3,9.6,0,771.3883333333333,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
66,102230.27,Self-Employed,Master,Single,3,56.66,2,6,56.57,6.6,0,744.8133333333333,Very Good
21,117565.25,Retired,PhD,Divorced,1,73.08,0,8,19.89,14.6,0,757.83,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
21,141236.69,Unemployed,Master,Married,4,46.81,0,8,7.08,6.1,0,795.235,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
59,75486.22,Retired,Master,Single,4,32.03,3,12,32.05,10.3,0,745.3016666666667,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
20,126431.92,Retired,Master,Single,1,33.72,0,6,12.38,13.4,0,780.0133333333333,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
59,75486.22,Retired,Master,Single,4,32.03,3,12,32.05,10.3,0,745.3016666666667,Very Good
35,28660.48,Retired,Bachelor,Single,4,28.85,1,5,18.86,1.2,0,742.2883333333334,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
38,25768.97,Retired,PhD,Single,1,63.88,3,6,15.94,19.7,0,779.7466666666666,Very Good
29,101289.61,Unemployed,Bachelor,Single,3,17.89,0,12,33.51,14.5,1,747.885,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
21,41061.8,Unemployed,PhD,Married,3,57.55,3,12,49.61,17.3,0,759.6883333333334,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
39,34230.79,Self-Employed,Master,Divorced,2,56.04,0,13,7.18,6.0,0,794.5866666666667,Very Good
57,82971.8,Self-Employed,PhD,Married,1,15.43,4,14,36.95,15.9,0,751.9683333333332,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
40,68470.32,Self-Employed,PhD,Married,3,46.4,0,11,55.17,14.9,0,784.41,Very Good
57,82971.8,Self-Employed,PhD,Married,1,15.43,4,14,36.95,15.9,0,751.9683333333332,Very Good
32,128873.8,Self-Employed,Master,Single,3,29.23,1,12,24.07,15.8,0,776.3616666666667,Very Good
24,140911.75,Retired,PhD,Divorced,0,21.33,1,2,50.72,2.8,0,789.4283333333334,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
39,86819.46,Employed,High School,Divorced,2,51.52,0,7,25.3,4.6,1,757.8066666666667,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
23,90522.22,Retired,Bachelor,Single,4,13.87,3,8,47.42,19.9,0,763.2583333333334,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
52,96368.97,Employed,Master,Married,1,6.58,1,14,41.38,11.2,0,740.9166666666667,Very Good
30,26712.61,Employed,High School,Single,2,35.35,1,6,48.59,11.6,0,759.1283333333333,Very Good
32,97671.86,Self-Employed,Bachelor,Married,1,20.92,0,13,39.61,9.0,0,748.3366666666666,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
39,34230.79,Self-Employed,Master,Divorced,2,56.04,0,13,7.18,6.0,0,794.5866666666667,Very Good
20,126431.92,Retired,Master,Single,1,33.72,0,6,12.38,13.4,0,780.0133333333333,Very Good
39,34230.79,Self-Employed,Master,Divorced,2,56.04,0,13,7.18,6.0,0,794.5866666666667,Very Good
40,53233.85,Retired,High School,Single,0,34.09,4,8,29.57,19.6,0,776.0983333333334,Very Good
45,144901.47,Unemployed,Master,Divorced,1,60.1,0,9,32.77,7.4,1,762.0266666666668,Very Good
39,86819.46,Employed,High School,Divorced,2,51.52,0,7,25.3,4.6,1,757.8066666666667,Very Good
61,95092.15,Unemployed,Master,Single,1,6.81,2,4,22.02,10.2,0,757.255,Very Good
47,51029.7,Employed,PhD,Divorced,2,76.96,1,5,15.27,14.1,0,768.43,Very Good
21,41061.8,Unemployed,PhD,Married,3,57.55,3,12,49.61,17.3,0,759.6883333333334,Very Good
24,59267.87,Retired,PhD,Divorced,4,26.59,3,7,18.98,7.7,0,743.3783333333333,Very Good
20,126431.92,Retired,Master,Single,1,33.72,0,6,12.38,13.4,0,780.0133333333333,Very Good
58,33552.11,Self-Employed,High School,Married,1,28.63,1,13,27.99,15.3,0,753.3549999999999,Very Good
21,52269.44,Employed,High School,Single,0,50.78,2,7,52.54,12.7,0,753.0966666666667,Very Good
62,44742.23,Retired,PhD,Married,3,68.61,0,8,25.54,19.9,0,758.1816666666667,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
20,126431.92,Retired,Master,Single,1,33.72,0,6,12.38,13.4,0,780.0133333333333,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
56,147261.09,Employed,Master,Married,4,76.43,3,13,37.78,18.2,0,744.1916666666666,Very Good
32,26720.59,Unemployed,High School,Divorced,2,49.95,1,12,9.36,1.3,0,774.905,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
